ano,cod_produto,produto,uf,estado,municipio,qtd_produzida_ton,area_colhida_ha,valor_producao_reais,produtividade_ton_ha
2018,41160,Pomelo,RJ,Rio de Janeiro,Angra Dos Reis,902.0,361.0,679760.0,2.4986
2019,41160,Pomelo,RJ,Rio de Janeiro,Angra Dos Reis,809.0,342.0,1563248.0,2.3655
2020,41160,Pomelo,RJ,Rio de Janeiro,Angra Dos Reis,834.0,343.0,572132.0,2.4315
2021,41160,Pomelo,RJ,Rio de Janeiro,Angra Dos Reis,724.0,364.0,963945.0,1.989
2022,41160,Pomelo,RJ,Rio de Janeiro,Angra Dos Reis,760.0,343.0,500754.0,2.2157
2015,41151,Laranja,ES,Espírito Santo,Vitória,18596.0,1673.0,20789699.0,11.1154
2016,41151,Laranja,ES,Espírito Santo,Vitória,14232.0,1769.0,16256849.0,8.0452
2017,41151,Laranja,ES,Espírito Santo,Vitória,16240.0,1938.0,12193521.0,8.3798
2019,41151,Laranja,ES,Espírito Santo,Vitória,14091.0,1762.0,9324285.0,7.9972
2020,41151,Laranja,ES,Espírito Santo,Vitória,16818.0,1851.0,16967136.0,9.0859
2021,41151,Laranja,ES,Espírito Santo,Vitória,17876.0,1811.0,15152527.0,9.8708
2022,41151,Laranja,ES,Espírito Santo,Vitória,16319.0,1952.0,6583743.0,8.3601
2023,41151,Laranja,ES,Espírito Santo,Vitória,18538.0,1804.0,14518811.0,10.2761
2015,41155,Limão,ES,Espírito Santo,Vitória,1571.0,249.0,1304635.0,6.3092
2017,41155,Limão,ES,Espírito Santo,Vitória,1530.0,215.0,1896208.0,7.1163
2018,41155,Limão,ES,Espírito Santo,Vitória,1415.0,236.0,2328599.0,5.9958
2020,41155,Limão,ES,Espírito Santo,Vitória,1616.0,222.0,1078308.0,7.2793
2021,41155,Limão,ES,Espírito Santo,Vitória,1295.0,247.0,870966.0,5.2429
2022,41155,Limão,ES,Espírito Santo,Vitória,1238.0,244.0,2351070.0,5.0738
2023,41155,Limão,ES,Espírito Santo,Vitória,1245.0,232.0,1810079.0,5.3664
2015,41176,Tangerina,ES,Espírito Santo,Vitória,5902.0,844.0,,6.9929
2016,41176,Tangerina,ES,Espírito Santo,Vitória,6364.0,897.0,12237761.0,7.0948
2017,41176,Tangerina,ES,Espírito Santo,Vitória,5031.0,872.0,3914408.0,5.7695
2018,41176,Tangerina,ES,Espírito Santo,Vitória,5499.0,816.0,5489758.0,6.739
2020,41176,Tangerina,ES,Espírito Santo,Vitória,4684.0,840.0,3692727.0,5.5762
2021,41176,Tangerina,ES,Espírito Santo,Vitória,5277.0,832.0,7276074.0,6.3425
2022,41176,Tangerina,ES,Espírito Santo,Vitória,5559.0,770.0,4789898.0,7.2195
2023,41176,Tangerina,ES,Espírito Santo,Vitória,6426.0,875.0,12169417.0,7.344
2015,41160,Pomelo,ES,Espírito Santo,Vitória,128.0,171.0,165478.0,0.7485
2016,41160,Pomelo,ES,Espírito Santo,Vitória,139.0,157.0,134749.0,0.8854
2017,41160,Pomelo,ES,Espírito Santo,Vitória,124.0,165.0,,0.7515
2018,41160,Pomelo,ES,Espírito Santo,Vitória,138.0,163.0,235410.0,0.8466
2019,41160,Pomelo,ES,Espírito Santo,Vitória,131.0,167.0,152078.0,0.7844
2020,41160,Pomelo,ES,Espírito Santo,Vitória,135.0,168.0,240707.0,0.8036
2022,41160,Pomelo,ES,Espírito Santo,Vitória,145.0,143.0,87720.0,1.014
2023,41160,Pomelo,ES,Espírito Santo,Vitória,149.0,171.0,137511.0,0.8713
2015,41151,Laranja,ES,Espírito Santo,Serra,7407.0,1514.0,4326370.0,4.8923
2016,41151,Laranja,ES,Espírito Santo,Serra,7605.0,1447.0,6289575.0,5.2557
2017,41151,Laranja,ES,Espírito Santo,Serra,7298.0,1484.0,4955576.0,4.9178
2018,41151,Laranja,ES,Espírito Santo,Serra,6437.0,1466.0,2594089.0,4.3909
2019,41151,Laranja,ES,Espírito Santo,Serra,5937.0,1434.0,4979861.0,4.1402
2020,41151,Laranja,ES,Espírito Santo,Serra,7968.0,1509.0,7131257.0,5.2803
2021,41151,Laranja,ES,Espírito Santo,Serra,6172.0,1455.0,3618177.0,4.2419
2022,41151,Laranja,ES,Espírito Santo,Serra,7510.0,1451.0,5922817.0,5.1757
2023,41151,Laranja,ES,Espírito Santo,Serra,6139.0,1488.0,6436085.0,4.1257
2015,41155,Limão,ES,Espírito Santo,Serra,731.0,63.0,1338268.0,11.6032
2017,41155,Limão,ES,Espírito Santo,Serra,730.0,60.0,1272997.0,12.1667
2018,41155,Limão,ES,Espírito Santo,Serra,972.0,55.0,979783.0,17.6727
2019,41155,Limão,ES,Espírito Santo,Serra,878.0,61.0,713999.0,14.3934
2020,41155,Limão,ES,Espírito Santo,Serra,758.0,62.0,1473119.0,12.2258
2021,41155,Limão,ES,Espírito Santo,Serra,787.0,65.0,592693.0,12.1077
2022,41155,Limão,ES,Espírito Santo,Serra,968.0,57.0,1878087.0,16.9825
2015,41176,Tangerina,ES,Espírito Santo,Serra,5814.0,683.0,9218727.0,8.5124
2018,41176,Tangerina,ES,Espírito Santo,Serra,6273.0,737.0,6790405.0,8.5115
2020,41176,Tangerina,ES,Espírito Santo,Serra,5714.0,682.0,4810419.0,8.3783
2021,41176,Tangerina,ES,Espírito Santo,Serra,6193.0,712.0,10587844.0,8.698
2022,41176,Tangerina,ES,Espírito Santo,Serra,6881.0,760.0,11475417.0,9.0539
2023,41176,Tangerina,ES,Espírito Santo,Serra,7064.0,716.0,4729910.0,9.8659
2015,41160,Pomelo,ES,Espírito Santo,Serra,805.0,169.0,799334.0,4.7633
2016,41160,Pomelo,ES,Espírito Santo,Serra,997.0,162.0,1528161.0,6.1543
2017,41160,Pomelo,ES,Espírito Santo,Serra,921.0,175.0,1397046.0,5.2629
2019,41160,Pomelo,ES,Espírito Santo,Serra,867.0,175.0,1613945.0,4.9543
2020,41160,Pomelo,ES,Espírito Santo,Serra,893.0,167.0,1346964.0,5.3473
2021,41160,Pomelo,ES,Espírito Santo,Serra,980.0,146.0,620625.0,6.7123
2022,41160,Pomelo,ES,Espírito Santo,Serra,903.0,163.0,1048608.0,5.5399
2017,41151,Laranja,ES,Espírito Santo,Vila Velha,13321.0,680.0,7299816.0,19.5897
2018,41151,Laranja,ES,Espírito Santo,Vila Velha,11348.0,716.0,10746829.0,15.8492
2019,41151,Laranja,ES,Espírito Santo,Vila Velha,12447.0,705.0,12919858.0,17.6553
2020,41151,Laranja,ES,Espírito Santo,Vila Velha,10641.0,807.0,7670926.0,13.1859
2021,41151,Laranja,ES,Espírito Santo,Vila Velha,11035.0,704.0,10309673.0,15.6747
2022,41151,Laranja,ES,Espírito Santo,Vila Velha,12285.0,729.0,7789236.0,16.8519
2023,41151,Laranja,ES,Espírito Santo,Vila Velha,12691.0,770.0,11011730.0,16.4818
2016,41155,Limão,ES,Espírito Santo,Vila Velha,762.0,207.0,868207.0,3.6812
2017,41155,Limão,ES,Espírito Santo,Vila Velha,971.0,219.0,1619137.0,4.4338
2018,41155,Limão,ES,Espírito Santo,Vila Velha,715.0,199.0,547646.0,3.593
2019,41155,Limão,ES,Espírito Santo,Vila Velha,877.0,191.0,1227298.0,4.5916
2020,41155,Limão,ES,Espírito Santo,Vila Velha,877.0,203.0,616754.0,4.3202
2021,41155,Limão,ES,Espírito Santo,Vila Velha,797.0,214.0,1136715.0,3.7243
2022,41155,Limão,ES,Espírito Santo,Vila Velha,769.0,222.0,1481632.0,3.464
2023,41155,Limão,ES,Espírito Santo,Vila Velha,859.0,229.0,886494.0,3.7511
2015,41176,Tangerina,ES,Espírito Santo,Vila Velha,3945.0,707.0,4389896.0,5.5799
2016,41176,Tangerina,ES,Espírito Santo,Vila Velha,3293.0,717.0,5512324.0,4.5927
2017,41176,Tangerina,ES,Espírito Santo,Vila Velha,3831.0,692.0,2428838.0,5.5361
2018,41176,Tangerina,ES,Espírito Santo,Vila Velha,3748.0,685.0,6881722.0,5.4715
2019,41176,Tangerina,ES,Espírito Santo,Vila Velha,3756.0,672.0,7413785.0,5.5893
2020,41176,Tangerina,ES,Espírito Santo,Vila Velha,3791.0,666.0,5847258.0,5.6922
2021,41176,Tangerina,ES,Espírito Santo,Vila Velha,4054.0,680.0,3350279.0,5.9618
2022,41176,Tangerina,ES,Espírito Santo,Vila Velha,3581.0,682.0,5249654.0,5.2507
2023,41176,Tangerina,ES,Espírito Santo,Vila Velha,3371.0,681.0,,4.9501
2015,41160,Pomelo,ES,Espírito Santo,Vila Velha,870.0,307.0,943741.0,2.8339
2017,41160,Pomelo,ES,Espírito Santo,Vila Velha,952.0,298.0,1388096.0,3.1946
2018,41160,Pomelo,ES,Espírito Santo,Vila Velha,1071.0,299.0,1321212.0,3.5819
2019,41160,Pomelo,ES,Espírito Santo,Vila Velha,1113.0,281.0,1303681.0,3.9609
2020,41160,Pomelo,ES,Espírito Santo,Vila Velha,1110.0,277.0,1891807.0,4.0072
2021,41160,Pomelo,ES,Espírito Santo,Vila Velha,915.0,279.0,611087.0,3.2796
2022,41160,Pomelo,ES,Espírito Santo,Vila Velha,975.0,278.0,719507.0,3.5072
2023,41160,Pomelo,ES,Espírito Santo,Vila Velha,1056.0,280.0,1714612.0,3.7714
2015,41151,Laranja,ES,Espírito Santo,Cariacica,9339.0,994.0,7959370.0,9.3954
2016,41151,Laranja,ES,Espírito Santo,Cariacica,8080.0,947.0,8074093.0,8.5322
2017,41151,Laranja,ES,Espírito Santo,Cariacica,7103.0,972.0,4301458.0,7.3076
2018,41151,Laranja,ES,Espírito Santo,Cariacica,8226.0,1001.0,5693601.0,8.2178
2019,41151,Laranja,ES,Espírito Santo,Cariacica,7533.0,1041.0,6201685.0,7.2363
2020,41151,Laranja,ES,Espírito Santo,Cariacica,9223.0,1008.0,5604202.0,9.1498
2021,41151,Laranja,ES,Espírito Santo,Cariacica,9289.0,1071.0,7085794.0,8.6732
2022,41151,Laranja,ES,Espírito Santo,Cariacica,9104.0,1050.0,6666121.0,8.6705
2023,41151,Laranja,ES,Espírito Santo,Cariacica,8138.0,1119.0,,7.2726
2015,41155,Limão,ES,Espírito Santo,Cariacica,309.0,160.0,392108.0,1.9312
2016,41155,Limão,ES,Espírito Santo,Cariacica,347.0,157.0,348445.0,2.2102
2017,41155,Limão,ES,Espírito Santo,Cariacica,304.0,141.0,275356.0,2.156
2018,41155,Limão,ES,Espírito Santo,Cariacica,323.0,140.0,497200.0,2.3071
2020,41155,Limão,ES,Espírito Santo,Cariacica,312.0,152.0,581365.0,2.0526
2021,41155,Limão,ES,Espírito Santo,Cariacica,258.0,151.0,330495.0,1.7086
2022,41155,Limão,ES,Espírito Santo,Cariacica,331.0,152.0,282533.0,2.1776
2023,41155,Limão,ES,Espírito Santo,Cariacica,319.0,149.0,217146.0,2.1409
2015,41176,Tangerina,ES,Espírito Santo,Cariacica,5912.0,736.0,8043290.0,8.0326
2016,41176,Tangerina,ES,Espírito Santo,Cariacica,5787.0,740.0,9115292.0,7.8203
2017,41176,Tangerina,ES,Espírito Santo,Cariacica,7068.0,806.0,11455373.0,8.7692
2018,41176,Tangerina,ES,Espírito Santo,Cariacica,6861.0,793.0,9882408.0,8.652
2019,41176,Tangerina,ES,Espírito Santo,Cariacica,6784.0,787.0,7259234.0,8.6201
2020,41176,Tangerina,ES,Espírito Santo,Cariacica,7759.0,864.0,4757651.0,8.9803
2021,41176,Tangerina,ES,Espírito Santo,Cariacica,6278.0,859.0,4599250.0,7.3085
2022,41176,Tangerina,ES,Espírito Santo,Cariacica,7406.0,793.0,6289263.0,9.3392
2023,41176,Tangerina,ES,Espírito Santo,Cariacica,6657.0,811.0,4656190.0,8.2084
2015,41160,Pomelo,ES,Espírito Santo,Cariacica,1118.0,351.0,2154233.0,3.1852
2016,41160,Pomelo,ES,Espírito Santo,Cariacica,1276.0,348.0,1102381.0,3.6667
2017,41160,Pomelo,ES,Espírito Santo,Cariacica,1274.0,322.0,2258305.0,3.9565
2019,41160,Pomelo,ES,Espírito Santo,Cariacica,1237.0,329.0,1945531.0,3.7599
2020,41160,Pomelo,ES,Espírito Santo,Cariacica,1418.0,322.0,1807327.0,4.4037
2021,41160,Pomelo,ES,Espírito Santo,Cariacica,1426.0,376.0,1066901.0,3.7926
2022,41160,Pomelo,ES,Espírito Santo,Cariacica,1470.0,318.0,2402973.0,4.6226
2023,41160,Pomelo,ES,Espírito Santo,Cariacica,1172.0,379.0,2046851.0,3.0923
2015,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,17390.0,1028.0,11936600.0,16.9163
2016,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,17889.0,952.0,7910104.0,18.791
2017,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,20507.0,1064.0,18403184.0,19.2735
2018,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,19278.0,935.0,11991920.0,20.6182
2019,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,16612.0,1005.0,16962843.0,16.5294
2020,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,16344.0,1085.0,9359131.0,15.0636
2021,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,20232.0,932.0,18724510.0,21.7082
2022,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,17008.0,942.0,18382028.0,18.0552
2023,41151,Laranja,ES,Espírito Santo,Cachoeiro De Itapemirim,20965.0,920.0,19685453.0,22.788
2015,41155,Limão,ES,Espírito Santo,Cachoeiro De Itapemirim,1699.0,347.0,1709644.0,4.8963
2016,41155,Limão,ES,Espírito Santo,Cachoeiro De Itapemirim,2262.0,297.0,3552195.0,7.6162
2017,41155,Limão,ES,Espírito Santo,Cachoeiro De Itapemirim,1897.0,341.0,3629287.0,5.563
2018,41155,Limão,ES,Espírito Santo,Cachoeiro De Itapemirim,1849.0,360.0,1130275.0,5.1361
2020,41155,Limão,ES,Espírito Santo,Cachoeiro De Itapemirim,2038.0,298.0,3817210.0,6.8389
2021,41155,Limão,ES,Espírito Santo,Cachoeiro De Itapemirim,2044.0,316.0,2140752.0,6.4684
2022,41155,Limão,ES,Espírito Santo,Cachoeiro De Itapemirim,1747.0,326.0,2787469.0,5.3589
2023,41155,Limão,ES,Espírito Santo,Cachoeiro De Itapemirim,1998.0,310.0,2701622.0,6.4452
2015,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,7020.0,267.0,10316283.0,26.2921
2016,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,6326.0,288.0,9759035.0,21.9653
2017,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,6818.0,302.0,13180426.0,22.5762
2018,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,6639.0,302.0,10783838.0,21.9834
2019,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,7281.0,276.0,13988892.0,26.3804
2020,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,7488.0,267.0,13528991.0,28.0449
2021,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,7047.0,288.0,6911494.0,24.4688
2022,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,6933.0,314.0,10032528.0,22.0796
2023,41176,Tangerina,ES,Espírito Santo,Cachoeiro De Itapemirim,6714.0,285.0,6459270.0,23.5579
2015,41160,Pomelo,ES,Espírito Santo,Cachoeiro De Itapemirim,1262.0,325.0,1655898.0,3.8831
2016,41160,Pomelo,ES,Espírito Santo,Cachoeiro De Itapemirim,1289.0,342.0,2510997.0,3.769
2017,41160,Pomelo,ES,Espírito Santo,Cachoeiro De Itapemirim,1418.0,348.0,2544875.0,4.0747
2018,41160,Pomelo,ES,Espírito Santo,Cachoeiro De Itapemirim,1481.0,359.0,2771630.0,4.1253
2019,41160,Pomelo,ES,Espírito Santo,Cachoeiro De Itapemirim,1526.0,381.0,1872773.0,4.0052
2021,41160,Pomelo,ES,Espírito Santo,Cachoeiro De Itapemirim,1358.0,366.0,1158350.0,3.7104
2022,41160,Pomelo,ES,Espírito Santo,Cachoeiro De Itapemirim,1303.0,352.0,815815.0,3.7017
2023,41160,Pomelo,ES,Espírito Santo,Cachoeiro De Itapemirim,1453.0,344.0,2310812.0,4.2238
2015,41151,Laranja,ES,Espírito Santo,Linhares,10746.0,556.0,8352899.0,19.3273
2016,41151,Laranja,ES,Espírito Santo,Linhares,11267.0,602.0,7485239.0,18.7159
2017,41151,Laranja,ES,Espírito Santo,Linhares,9774.0,591.0,9817552.0,16.5381
2018,41151,Laranja,ES,Espírito Santo,Linhares,9522.0,592.0,7749398.0,16.0845
2019,41151,Laranja,ES,Espírito Santo,Linhares,10350.0,529.0,8380593.0,19.5652
2020,41151,Laranja,ES,Espírito Santo,Linhares,8661.0,569.0,6079138.0,15.2214
2021,41151,Laranja,ES,Espírito Santo,Linhares,10259.0,564.0,7131018.0,18.1897
2022,41151,Laranja,ES,Espírito Santo,Linhares,9724.0,608.0,6902416.0,15.9934
2023,41151,Laranja,ES,Espírito Santo,Linhares,10378.0,531.0,9092235.0,19.5443
2015,41155,Limão,ES,Espírito Santo,Linhares,274.0,355.0,239653.0,0.7718
2016,41155,Limão,ES,Espírito Santo,Linhares,271.0,349.0,480612.0,0.7765
2017,41155,Limão,ES,Espírito Santo,Linhares,284.0,319.0,224435.0,0.8903
2018,41155,Limão,ES,Espírito Santo,Linhares,360.0,328.0,662783.0,1.0976
2019,41155,Limão,ES,Espírito Santo,Linhares,330.0,336.0,498329.0,0.9821
2020,41155,Limão,ES,Espírito Santo,Linhares,286.0,341.0,486799.0,0.8387
2021,41155,Limão,ES,Espírito Santo,Linhares,315.0,328.0,313094.0,0.9604
2022,41155,Limão,ES,Espírito Santo,Linhares,275.0,331.0,300031.0,0.8308
2015,41176,Tangerina,ES,Espírito Santo,Linhares,3778.0,502.0,3060260.0,7.5259
2016,41176,Tangerina,ES,Espírito Santo,Linhares,3696.0,496.0,4108620.0,7.4516
2017,41176,Tangerina,ES,Espírito Santo,Linhares,3818.0,435.0,5944448.0,8.777
2018,41176,Tangerina,ES,Espírito Santo,Linhares,3865.0,515.0,5406624.0,7.5049
2019,41176,Tangerina,ES,Espírito Santo,Linhares,4118.0,512.0,2919313.0,8.043
2020,41176,Tangerina,ES,Espírito Santo,Linhares,3671.0,440.0,5017030.0,8.3432
2021,41176,Tangerina,ES,Espírito Santo,Linhares,3624.0,473.0,3757154.0,7.6617
2022,41176,Tangerina,ES,Espírito Santo,Linhares,3791.0,479.0,2274918.0,7.9144
2023,41176,Tangerina,ES,Espírito Santo,Linhares,4331.0,485.0,3491503.0,8.9299
2015,41160,Pomelo,ES,Espírito Santo,Linhares,1294.0,351.0,1897461.0,3.6866
2017,41160,Pomelo,ES,Espírito Santo,Linhares,1364.0,327.0,1115468.0,4.1713
2018,41160,Pomelo,ES,Espírito Santo,Linhares,1143.0,348.0,1407597.0,3.2845
2019,41160,Pomelo,ES,Espírito Santo,Linhares,1349.0,326.0,,4.138
2020,41160,Pomelo,ES,Espírito Santo,Linhares,1174.0,380.0,1931026.0,3.0895
2021,41160,Pomelo,ES,Espírito Santo,Linhares,1497.0,384.0,2024211.0,3.8984
2022,41160,Pomelo,ES,Espírito Santo,Linhares,1508.0,348.0,1106445.0,4.3333
2023,41160,Pomelo,ES,Espírito Santo,Linhares,1191.0,350.0,1040735.0,3.4029
2015,41151,Laranja,ES,Espírito Santo,Colatina,9133.0,1554.0,6317697.0,5.8771
2016,41151,Laranja,ES,Espírito Santo,Colatina,8798.0,1342.0,7582724.0,6.5559
2017,41151,Laranja,ES,Espírito Santo,Colatina,7143.0,1619.0,8452775.0,4.412
2018,41151,Laranja,ES,Espírito Santo,Colatina,7898.0,1548.0,4282703.0,5.1021
2019,41151,Laranja,ES,Espírito Santo,Colatina,9182.0,1352.0,10221612.0,6.7914
2020,41151,Laranja,ES,Espírito Santo,Colatina,7371.0,1439.0,4476353.0,5.1223
2021,41151,Laranja,ES,Espírito Santo,Colatina,8281.0,1434.0,6381737.0,5.7748
2022,41151,Laranja,ES,Espírito Santo,Colatina,6963.0,1344.0,4536504.0,5.1808
2023,41151,Laranja,ES,Espírito Santo,Colatina,6928.0,1399.0,4613162.0,4.9521
2015,41155,Limão,ES,Espírito Santo,Colatina,155.0,141.0,95227.0,1.0993
2016,41155,Limão,ES,Espírito Santo,Colatina,204.0,144.0,297733.0,1.4167
2017,41155,Limão,ES,Espírito Santo,Colatina,177.0,154.0,181884.0,1.1494
2018,41155,Limão,ES,Espírito Santo,Colatina,187.0,136.0,357967.0,1.375
2019,41155,Limão,ES,Espírito Santo,Colatina,170.0,134.0,249113.0,1.2687
2020,41155,Limão,ES,Espírito Santo,Colatina,174.0,151.0,272489.0,1.1523
2021,41155,Limão,ES,Espírito Santo,Colatina,183.0,136.0,279956.0,1.3456
2022,41155,Limão,ES,Espírito Santo,Colatina,206.0,136.0,147744.0,1.5147
2023,41155,Limão,ES,Espírito Santo,Colatina,201.0,149.0,227942.0,1.349
2015,41176,Tangerina,ES,Espírito Santo,Colatina,6908.0,169.0,9644841.0,40.8757
2016,41176,Tangerina,ES,Espírito Santo,Colatina,6381.0,197.0,8753299.0,32.3909
2017,41176,Tangerina,ES,Espírito Santo,Colatina,7354.0,194.0,13810934.0,37.9072
2018,41176,Tangerina,ES,Espírito Santo,Colatina,6515.0,204.0,5229246.0,31.9363
2019,41176,Tangerina,ES,Espírito Santo,Colatina,6765.0,188.0,12824462.0,35.984
2021,41176,Tangerina,ES,Espírito Santo,Colatina,5982.0,187.0,7367534.0,31.9893
2022,41176,Tangerina,ES,Espírito Santo,Colatina,5406.0,201.0,8046236.0,26.8955
2023,41176,Tangerina,ES,Espírito Santo,Colatina,5782.0,172.0,6617500.0,33.6163
2015,41160,Pomelo,ES,Espírito Santo,Colatina,1371.0,306.0,2511813.0,4.4804
2016,41160,Pomelo,ES,Espírito Santo,Colatina,1037.0,303.0,2014449.0,3.4224
2017,41160,Pomelo,ES,Espírito Santo,Colatina,1043.0,285.0,1687242.0,3.6596
2018,41160,Pomelo,ES,Espírito Santo,Colatina,1269.0,306.0,2328729.0,4.1471
2019,41160,Pomelo,ES,Espírito Santo,Colatina,1137.0,326.0,1844653.0,3.4877
2020,41160,Pomelo,ES,Espírito Santo,Colatina,1228.0,337.0,1715949.0,3.6439
2021,41160,Pomelo,ES,Espírito Santo,Colatina,1295.0,338.0,1200078.0,3.8314
2022,41160,Pomelo,ES,Espírito Santo,Colatina,1169.0,292.0,793533.0,4.0034
2023,41160,Pomelo,ES,Espírito Santo,Colatina,1325.0,294.0,1742038.0,4.5068
2015,41151,Laranja,ES,Espírito Santo,Guarapari,12787.0,909.0,14228544.0,14.0671
2016,41151,Laranja,ES,Espírito Santo,Guarapari,10711.0,1057.0,10427408.0,10.1334
2017,41151,Laranja,ES,Espírito Santo,Guarapari,10910.0,965.0,8814871.0,11.3057
2018,41151,Laranja,ES,Espírito Santo,Guarapari,13640.0,1005.0,10937990.0,13.5721
2019,41151,Laranja,ES,Espírito Santo,Guarapari,11142.0,935.0,7357764.0,11.9166
2020,41151,Laranja,ES,Espírito Santo,Guarapari,13762.0,943.0,9298850.0,14.5938
2021,41151,Laranja,ES,Espírito Santo,Guarapari,12003.0,985.0,9192896.0,12.1858
2022,41151,Laranja,ES,Espírito Santo,Guarapari,11600.0,1053.0,13256894.0,11.0161
2023,41151,Laranja,ES,Espírito Santo,Guarapari,12506.0,976.0,7575353.0,12.8135
2015,41155,Limão,ES,Espírito Santo,Guarapari,1683.0,407.0,2450327.0,4.1351
2016,41155,Limão,ES,Espírito Santo,Guarapari,1467.0,412.0,1601006.0,3.5607
2017,41155,Limão,ES,Espírito Santo,Guarapari,1460.0,397.0,1544962.0,3.6776
2018,41155,Limão,ES,Espírito Santo,Guarapari,1596.0,381.0,2622468.0,4.189
2020,41155,Limão,ES,Espírito Santo,Guarapari,1458.0,340.0,1291166.0,4.2882
2021,41155,Limão,ES,Espírito Santo,Guarapari,1685.0,358.0,2885368.0,4.7067
2022,41155,Limão,ES,Espírito Santo,Guarapari,1585.0,371.0,985999.0,4.2722
2023,41155,Limão,ES,Espírito Santo,Guarapari,1918.0,410.0,3365272.0,4.678
2015,41176,Tangerina,ES,Espírito Santo,Guarapari,2960.0,940.0,5309033.0,3.1489
2016,41176,Tangerina,ES,Espírito Santo,Guarapari,3615.0,840.0,4418348.0,4.3036
2017,41176,Tangerina,ES,Espírito Santo,Guarapari,3785.0,932.0,7301084.0,4.0612
2018,41176,Tangerina,ES,Espírito Santo,Guarapari,3334.0,929.0,5144390.0,3.5888
2019,41176,Tangerina,ES,Espírito Santo,Guarapari,2935.0,825.0,5633292.0,3.5576
2020,41176,Tangerina,ES,Espírito Santo,Guarapari,3215.0,885.0,5674712.0,3.6328
2021,41176,Tangerina,ES,Espírito Santo,Guarapari,3347.0,797.0,4373931.0,4.1995
2022,41176,Tangerina,ES,Espírito Santo,Guarapari,3059.0,917.0,4422156.0,3.3359
2023,41176,Tangerina,ES,Espírito Santo,Guarapari,2930.0,911.0,4875331.0,3.2162
2015,41160,Pomelo,ES,Espírito Santo,Guarapari,964.0,220.0,1790192.0,4.3818
2016,41160,Pomelo,ES,Espírito Santo,Guarapari,1071.0,235.0,1101292.0,4.5574
2017,41160,Pomelo,ES,Espírito Santo,Guarapari,974.0,231.0,1880841.0,4.2165
2018,41160,Pomelo,ES,Espírito Santo,Guarapari,999.0,249.0,1569935.0,4.012
2019,41160,Pomelo,ES,Espírito Santo,Guarapari,1165.0,236.0,878067.0,4.9364
2020,41160,Pomelo,ES,Espírito Santo,Guarapari,1041.0,218.0,1591165.0,4.7752
2021,41160,Pomelo,ES,Espírito Santo,Guarapari,1148.0,227.0,1493173.0,5.0573
2022,41160,Pomelo,ES,Espírito Santo,Guarapari,999.0,210.0,1346206.0,4.7571
2015,41151,Laranja,ES,Espírito Santo,São Mateus,13455.0,1147.0,10632669.0,11.7306
2016,41151,Laranja,ES,Espírito Santo,São Mateus,13620.0,1292.0,13875101.0,10.5418
2018,41151,Laranja,ES,Espírito Santo,São Mateus,12832.0,1308.0,11637069.0,9.8104
2019,41151,Laranja,ES,Espírito Santo,São Mateus,13697.0,1241.0,16153621.0,11.0371
2020,41151,Laranja,ES,Espírito Santo,São Mateus,13318.0,1194.0,8346669.0,11.1541
2021,41151,Laranja,ES,Espírito Santo,São Mateus,12895.0,1168.0,,11.0402
2022,41151,Laranja,ES,Espírito Santo,São Mateus,12206.0,1083.0,8624443.0,11.2705
2023,41151,Laranja,ES,Espírito Santo,São Mateus,12850.0,1301.0,8353539.0,9.877
2015,41155,Limão,ES,Espírito Santo,São Mateus,1372.0,180.0,2596764.0,7.6222
2016,41155,Limão,ES,Espírito Santo,São Mateus,1297.0,162.0,2374635.0,8.0062
2017,41155,Limão,ES,Espírito Santo,São Mateus,1115.0,158.0,1502540.0,7.057
2019,41155,Limão,ES,Espírito Santo,São Mateus,1360.0,187.0,1247657.0,7.2727
2020,41155,Limão,ES,Espírito Santo,São Mateus,1331.0,169.0,2326930.0,7.8757
2023,41155,Limão,ES,Espírito Santo,São Mateus,1511.0,168.0,2803958.0,8.994
2015,41176,Tangerina,ES,Espírito Santo,São Mateus,8809.0,620.0,10578110.0,14.2081
2016,41176,Tangerina,ES,Espírito Santo,São Mateus,8651.0,565.0,12779881.0,15.3115
2017,41176,Tangerina,ES,Espírito Santo,São Mateus,7849.0,635.0,10946625.0,12.3606
2018,41176,Tangerina,ES,Espírito Santo,São Mateus,8538.0,595.0,16642828.0,14.3496
2019,41176,Tangerina,ES,Espírito Santo,São Mateus,8354.0,595.0,8362139.0,14.0403
